"AHA_ID","Medicare_Provider_ID","Hospital_Name","System_member","System_ID","System_Name","Admissions_2011","HMA_Member","HMA_System_Name","HCAHPS.Answer.Percent.2011"
"6740243",450424,"San Jacinto Methodist Hospital","Y","5997235","The Methodist Hospital System",12843,NA,NA,71
"6740245",450856,"South Texas Spine and Surgical Hospital","Y","5990261","National Surgical Hospitals",1121,NA,NA,79
"6740248",450862,"St. Luke's The Woodlands Hospital","Y","5990302","St. Luke's Episcopal Health System",8861,"N","Catholic Health Initiatives",63
"6740252",450884,"East Texas Medical Center-Gilmer","Y","5991895","East Texas Medical Center Regional Healthcare System",696,NA,NA,82
"6740254",450851,"Baylor Jack and Jane Hamilton Heart and Vascular Hospital",NA,NA,NA,2131,NA,NA,79
"6740257",450885,"Centennial Medical Center","Y","5990063","TENET Healthcare Corporation",4967,"Y","Baylor Scott & White Health",73
"6740258",450034,"CHRISTUS Hospital-St. Elizabeth","Y","5990192","CHRISTUS Health",20658,"N","CHRISTUS Health",72
"6740259",450890,"Baylor Regional Medical Center at Plano","Y","5990095","Baylor Health Care System",5395,"Y","Baylor Scott & White Health",76
"6740263",450196,"Paris Regional Medical Center","Y","5990622","RegionalCare Hospital Partners",8396,NA,NA,72
"6740264",450864,"Texas Spine & Joint Hospital",NA,NA,NA,1379,NA,NA,76
"6740265",450872,"USMD Hospital at Arlington","Y","5990868","USMD Inc.",1988,NA,NA,81
"6740266",450796,"Northwest Texas Surgery Center",NA,NA,NA,99,NA,NA,75
"6740267",450841,"Brownsville Doctors Hospital",NA,NA,NA,868,NA,NA,97
"6740268",450834,"The Physicians Centre Hospital",NA,NA,NA,500,NA,NA,81
"6740273",450860,"Sugar Land Surgical Hospital","Y","5990322","United Surgical Partners International",385,NA,NA,75
"6740274",450893,"North Texas Hospital","Y","5990350","Cirrus Health",453,NA,NA,75
"6740280",450639,"Texas Health Harris Methodist Hospital Hurst-Euless-Bedford","Y","5990129","Texas Health Resources",14236,"Y","Texas Health Resources",72
"6740286",450813,"Community General Hospital",NA,NA,NA,675,NA,NA,76
"6740291",450874,"Irving Coppell Surgical Hospital","Y","5990322","United Surgical Partners International",350,NA,NA,79
"6740295",450082,"CHRISTUS Spohn Hospital Beeville","Y","5990192","CHRISTUS Health",1906,"N","CHRISTUS Health",70
"6740296",450876,"Lubbock Heart Hospital",NA,NA,NA,3687,NA,NA,74
"6740297",450880,"Baylor Surgical Hospital at Fort Worth",NA,NA,NA,918,NA,NA,76
"6740300",450875,"Physicians Surgical Hospital - Quail Creek",NA,NA,NA,1536,NA,NA,84
"6740308",450886,"Southwest Surgical Hospital","Y","5990261","National Surgical Hospitals",283,NA,NA,79
"6740310",450253,"Bellville General Hospital",NA,NA,NA,532,"N","Catholic Health Initiatives",82
"6740313",450883,"Baylor Medical Center at Trophy Club","Y","5990350","Cirrus Health",539,NA,NA,76
"6740316",450518,"The Medical Center of Southeast Texas","Y","5990201","IASIS Healthcare",7036,NA,NA,64
"6740318",670006,"The Hospital at Westlake Medical Center",NA,NA,NA,959,NA,NA,69
"6740327",451301,"Reagan Memorial Hospital",NA,NA,NA,47,NA,NA,79
"6740329",450894,"Pine Creek Medical Center","Y","5990650","Physician Synergy Group",1216,NA,NA,74
"6740330",450891,"Texas Health Center for Diagnostic & Surgery",NA,NA,NA,804,NA,NA,79
"6740331",670002,"South Hampton Community Hospital","Y","5990373","Renaissance Healthcare Systems",1921,NA,NA,67
"6740335",670008,"Houston Physicians Hospital",NA,NA,NA,730,NA,NA,80
"6740339",670019,"University General Hospital",NA,NA,NA,3267,NA,NA,60
"6740343",450766,"University of Texas Southwestern Medical Center",NA,NA,NA,20003,NA,NA,74
"6740349",670043,"Cedar Park Regional Medical Center","Y","5990080","Community Health Systems, Inc.",3650,NA,NA,66
"6740357",670029,"First Street Hospital",NA,NA,NA,1082,NA,NA,73
"6740363",670023,"Methodist Mansfield Medical Center","Y","5992735","Methodist Health System",6829,NA,NA,74
"6740364",450653,"Scenic Mountain Medical Center","Y","5990080","Community Health Systems, Inc.",3049,NA,NA,68
"6740367",670024,"North Cypress Medical Center",NA,NA,NA,8417,NA,NA,70
"6740371",450889,"Texas Institute for Surgery at Texas Health Presbyterian Dallas",NA,NA,NA,71,NA,NA,76
"6740378",670047,"Sierra Providence East Medical Center","Y","5990063","TENET Healthcare Corporation",6924,"Y","Tenet Healthcare",71
"6740379",450688,"Dallas Regional Medical Center","Y","5991775","Health Management Associates",5103,NA,NA,60
"6740380",670025,"The Heart Hospital Baylor Plano",NA,NA,NA,3174,NA,NA,80
"6740381",670034,"Scott & White Hospital at Round Rock","Y","5990398","Scott & White Healthcare",4115,"Y","Baylor Scott & White Health",69
"6740384",450888,"Texas Health Harris Methodist Hospital Southlake",NA,NA,NA,852,NA,NA,78
"6740386",670005,"Memorial Hermann Surgical Hospital Kingwood",NA,NA,NA,205,NA,NA,81
"6740388",670044,"Presbyterian Hospital of Rockwall",NA,NA,NA,3684,NA,NA,68
"6740395",670054,"Foundation Surgical Hospital of San Antonio",NA,NA,NA,1362,NA,NA,80
"6740401",670049,"North Central Surgical Center",NA,NA,NA,888,NA,NA,80
"6740402",670031,"St. Luke's Patients Medical Center","Y","5990302","St. Luke's Episcopal Health System",3778,"N","Catholic Health Initiatives",70
"6740410",670046,"USMD Hospital at Fort Worth","Y","5990868","USMD Inc.",579,NA,NA,83
"6740411",450497,"Bowie Memorial Hospital",NA,NA,NA,958,NA,NA,76
"6740412",670041,"Seton Medical Center Williamson","Y","5990198","Ascension Health",7308,"Y","Ascension",68
"6740413",450803,"Doctor's Hospital - Tidwell",NA,NA,NA,4190,NA,NA,67
"6740415",450058,"Baptist Health System","Y","5990193","Vanguard Health System",63438,"Y","Tenet Healthcare",68
"6740417",670055,"Methodist Stone Oak Hospital","Y","5990048","HCA",7932,"Y","HCA Healthcare",67
"6740418",670053,"St. Luke's Sugar Land Hospital","Y","5990302","St. Luke's Episcopal Health System",4118,"N","Catholic Health Initiatives",62
"6740419",670052,"North Texas Community Hospital",NA,NA,NA,1179,NA,NA,75
"6740425",450187,"Scott & White Hospital - Brenham","Y","5990398","Scott & White Healthcare",1781,"Y","Baylor Scott & White Health",67
"6740428",450498,"Stephens Memorial Hospital",NA,NA,NA,658,NA,NA,69
"6740450",450399,"Brownfield Regional Medical Center",NA,NA,NA,956,NA,NA,68
"6740455",450662,"Valley Regional Medical Center","Y","5990048","HCA",9915,"Y","HCA Healthcare",66
"6740460",450028,"Valley Baptist Medical Center-Brownsville","Y","5990386","Valley Baptist Health System",11774,"Y","Tenet Healthcare",74
"6740465",450587,"Brownwood Regional Medical Center","Y","5990080","Community Health Systems, Inc.",5692,NA,NA,69
"6740490",450299,"College Station Medical Center","Y","5990080","Community Health Systems, Inc.",5877,NA,NA,70
"6740500",450011,"St. Joseph Regional Health Center","Y","5995375","Sylvania Franciscan Health",17579,"N","Catholic Health Initiatives",72
"6740510",451365,"Seton Highland Lakes","Y","5990198","Ascension Health",1598,"Y","Ascension",67
"6740543",670059,"St. Luke's Lakeside Hospital","Y","5990302","St. Luke's Episcopal Health System",873,"N","Catholic Health Initiatives",74
"6740547",670061,"South Texas Surgical Hospital","Y","5990261","National Surgical Hospitals",759,NA,NA,78
"6740549",670056,"Seton Medical Center Hays","Y","5990198","Ascension Health",4618,"Y","Ascension",70
"6740555",670063,"The Hospital at Craig Ranch",NA,NA,NA,302,NA,NA,77
"6740560",450578,"Hemphill County Hospital",NA,NA,NA,308,NA,NA,90
"6740573",450620,"Dimmit County Memorial Hospital",NA,NA,NA,1137,NA,NA,65
"6740574",450210,"East Texas Medical Center Carthage","Y","5991895","East Texas Medical Center Regional Healthcare System",1331,NA,NA,71
"6740576",450730,"Baylor Medical Center at Carrollton",NA,NA,NA,6423,"Y","Baylor Scott & White Health",67
"6740595",450369,"Childress Regional Medical Center",NA,NA,NA,1254,NA,NA,72
"6740620",450188,"East Texas Medical Center Clarksville","Y","5991895","East Texas Medical Center Regional Healthcare System",1484,NA,NA,66
"6740635",450148,"Texas Health Harris Methodist Hospital Cleburne","Y","5990129","Texas Health Resources",3784,"Y","Texas Health Resources",74
"6740645",450296,"Cleveland Regional Medical Center",NA,NA,NA,3085,NA,NA,69
"6740646",450119,"South Texas Health System","Y","5999555","Universal Health Services, Inc.",25545,NA,NA,67
"6740650",450052,"Goodall-Witcher Healthcare",NA,NA,NA,903,NA,NA,73
"6740654",670069,"Methodist McKinney Hospital","Y","5992735","Methodist Health System",489,NA,NA,69
"6740655",670075,"St. Luke's Hospital at the Vintage","Y","5990302","St. Luke's Episcopal Health System",2172,"N","Catholic Health Initiatives",64
"6740656",670067,"Baylor Orthopedic and Spine Hospital at Arlington","Y","5990095","Baylor Health Care System",898,NA,NA,77
"6740657",670066,"Basin Healthcare Center",NA,NA,NA,536,NA,NA,74
"6740690",450370,"Columbus Community Hospital",NA,NA,NA,1146,NA,NA,72
"6740713",450352,"Hunt Memorial Hospital District",NA,NA,NA,6947,NA,NA,73
"6740732",450788,"Corpus Christi Medical Center","Y","5990048","HCA",16397,"Y","HCA Healthcare",72
"6740795",450447,"Navarro Regional Hospital","Y","5990080","Community Health Systems, Inc.",3856,NA,NA,72
"6740843",450580,"East Texas Medical Center Crockett","Y","5991895","East Texas Medical Center Regional Healthcare System",1972,NA,NA,68
"6740865",450597,"Cuero Community Hospital",NA,NA,NA,1799,NA,NA,72
"6740888",450674,"Westbury Community Hospital",NA,NA,NA,1424,NA,NA,69
"6740890",451331,"Coon Memorial Hospital and Home",NA,NA,NA,520,NA,NA,62
"6740900",450021,"Baylor University Medical Center","Y","5990095","Baylor Health Care System",37580,"Y","Baylor Scott & White Health",69
"6740945",450771,"Texas Health Presbyterian Hospital Plano","Y","5990129","Texas Health Resources",15273,"Y","Texas Health Resources",72
"6740950",450015,"Parkland Health & Hospital System",NA,NA,NA,37290,NA,NA,63
"6740964",450678,"Doctors Hospital at White Rock Lake","Y","5990063","TENET Healthcare Corporation",7213,NA,NA,70
"6740994",450422,"Baylor Medical Center at Uptown","Y","5990322","United Surgical Partners International",1075,NA,NA,72
"6741018",450051,"Methodist Dallas Medical Center","Y","5992735","Methodist Health System",18015,NA,NA,68
"6741021",450379,"Dallas Medical Center","Y","5990650","Physician Synergy Group",3146,NA,NA,57
"6741025",450647,"Medical City Dallas Hospital","Y","5990048","HCA",24902,"Y","HCA Healthcare",72
"6741035",450723,"Methodist Charlton Medical Center","Y","5992735","Methodist Health System",12874,NA,NA,65
"6741050",450462,"Texas Health Presbyterian Hospital Dallas","Y","5990129","Texas Health Resources",27353,"Y","Texas Health Resources",69
"6741120",450271,"Wise Regional Health System",NA,NA,NA,4899,NA,NA,76
"6741135",450324,"Texoma Medical Center","Y","5999555","Universal Health Services, Inc.",9837,NA,NA,74
"6741139",450154,"Val Verde Regional Medical Center",NA,NA,NA,3212,NA,NA,69
"6741153",450743,"Texas Health Presbyterian Hospital Denton","Y","5990129","Texas Health Resources",9627,"Y","Texas Health Resources",65
"6741155",450634,"Denton Regional Medical Center","Y","5990048","HCA",10677,"Y","HCA Healthcare",71
"6741167",451350,"Plains Memorial Hospital",NA,NA,NA,351,NA,NA,63
"6741169",450221,"Moore County Hospital District",NA,NA,NA,1087,NA,NA,75
"6741175",450092,"Fort Duncan Regional Medical Center","Y","5999555","Universal Health Services, Inc.",5163,NA,NA,67
"6741183",450411,"Eastland Memorial Hospital",NA,NA,NA,1112,NA,NA,71
"6741215",451343,"Electra Memorial Hospital",NA,NA,NA,372,NA,NA,80
"6741236",450694,"El Campo Memorial Hospital",NA,NA,NA,678,NA,NA,79
"6741240",450024,"University Medical Center of El Paso",NA,NA,NA,16679,NA,NA,69
"6741285",450668,"Sierra Medical Center","Y","5990063","TENET Healthcare Corporation",10931,"Y","Tenet Healthcare",70
"6741290",450002,"Providence Memorial Hospital","Y","5990063","TENET Healthcare Corporation",18451,"Y","Tenet Healthcare",67
"6741315",450107,"Las Palmas Del Sol Healthcare","Y","5990048","HCA",28220,"Y","HCA Healthcare",70
"6741335",450658,"East Texas Medical Center Fairfield","Y","5991895","East Texas Medical Center Regional Healthcare System",628,NA,NA,76
"6741340",450108,"Connally Medical Center",NA,NA,NA,1168,NA,NA,73
"6741385",450178,"Pecos County Memorial Hospital",NA,NA,NA,1407,NA,NA,70
"6741390",450137,"Baylor All Saints Medical Center at Fort Worth","Y","5990095","Baylor Health Care System",21616,"Y","Baylor Scott & White Health",72
"6741437",450087,"North Hills Hospital","Y","5990048","HCA",8303,"Y","HCA Healthcare",69
"6741440",450135,"Texas Health Harris Methodist Hospital Fort Worth","Y","5990129","Texas Health Resources",33637,"Y","Texas Health Resources",71
"6741445",450779,"Texas Health Harris Methodist Hospital Southwest Fort Worth","Y","5990129","Texas Health Resources",10324,"Y","Texas Health Resources",70
"6741450",450672,"Plaza Medical Center of Fort Worth","Y","5990048","HCA",11504,"Y","HCA Healthcare",69
"6741483",450039,"JPS Health Network",NA,NA,NA,28042,NA,NA,69
"6741511",450604,"Hill Country Memorial Hospital",NA,NA,NA,2936,NA,NA,76
"6741525",450072,"Brazosport Regional Health System","Y","5990002","QHR",5245,"N","Catholic Health Initiatives",73
"6741550",450090,"North Texas Medical Center",NA,NA,NA,1864,NA,NA,75
"6741610",450709,"CHRISTUS St. John Hospital","Y","5990192","CHRISTUS Health",6001,NA,NA,70
"6741615",450018,"University of Texas Medical Branch Hospitals","Y","5990033","University of Texas System",25017,"Y","UTHealth",72
"6741616",450280,"Baylor Medical Center at Garland","Y","5990095","Baylor Health Care System",10432,NA,NA,74
"6741620",451379,"Coryell Memorial Hospital",NA,NA,NA,896,NA,NA,66
"6741683",450451,"Glen Rose Medical Center",NA,NA,NA,822,NA,NA,72
"6741690",450235,"Memorial Hospital","Y","5990002","QHR",1034,NA,NA,60
"6741730",450085,"Graham Regional Medical Center",NA,NA,NA,1225,NA,NA,76
"6741735",450283,"Cozby-Germany Hospital",NA,NA,NA,843,NA,NA,72
"6741739",450563,"Baylor Regional Medical Center at Grapevine","Y","5990095","Baylor Health Care System",12809,"Y","Baylor Scott & White Health",73
"6741785",450243,"Hamlin Memorial Hospital",NA,NA,NA,187,NA,NA,95
"6741790",450033,"Valley Baptist Medical Center-Harlingen","Y","5990386","Valley Baptist Health System",18583,"Y","Tenet Healthcare",66
"6741792",450754,"Hamilton General Hospital",NA,NA,NA,1811,NA,NA,71
"6741810",450475,"East Texas Medical Center Henderson","Y","5991895","East Texas Medical Center Regional Healthcare System",1509,NA,NA,71
"6741820",450155,"Hereford Regional Medical Center",NA,NA,NA,739,NA,NA,65
"6741840",450192,"Hill Regional Hospital","Y","5990080","Community Health Systems, Inc.",1970,NA,NA,71
"6741858",450716,"Cypress Fairbanks Medical Center","Y","5990063","TENET Healthcare Corporation",8712,"Y","HCA Healthcare",70
"6741890",450068,"Memorial Hermann - Texas Medical Center","Y","5992645","Memorial Hermann Healthcare System",33961,"Y","Memorial Hermann Health System",67
"6741895",450638,"Houston Northwest Medical Center","Y","5990063","TENET Healthcare Corporation",16761,"Y","HCA Healthcare",72
"6741930",450289,"Harris County Hospital District",NA,NA,NA,36686,NA,NA,67
"6741942",450795,"St. Anthony's Hospital","Y","5990373","Renaissance Healthcare Systems",1485,NA,NA,68
"6741952",450184,"Memorial Hermann Northwest Hospital","Y","5992645","Memorial Hermann Healthcare System",53824,"Y","Memorial Hermann Health System",68
"6741960",450358,"The Methodist Hospital","Y","5997235","The Methodist Hospital System",36586,NA,NA,71
"6741970",450610,"Memorial Hermann Memorial City Medical Center","Y","5992645","Memorial Hermann Healthcare System",19733,"Y","Memorial Hermann Health System",71
"6741980",450659,"Park Plaza Hospital","Y","5990063","TENET Healthcare Corporation",5794,"Y","HCA Healthcare",74
"6742000",450035,"St. Joseph Medical Center","Y","5990201","IASIS Healthcare",16940,NA,NA,64
"6742005",450193,"St. Luke's Episcopal Hospital","Y","5990302","St. Luke's Episcopal Health System",34333,"N","Catholic Health Initiatives",67
"6742025",450644,"West Houston Medical Center","Y","5990048","HCA",10370,"Y","HCA Healthcare",67
"6742030",450674,"The Woman's Hospital of Texas","Y","5990048","HCA",13632,"Y","HCA Healthcare",69
"6742045",450347,"Huntsville Memorial Hospital",NA,NA,NA,3525,NA,NA,74
"6742055",450079,"Baylor Medical Center at Irving","Y","5990095","Baylor Health Care System",10319,"Y","Baylor Scott & White Health",69
"6742058",450241,"Faith Community Hospital",NA,NA,NA,433,NA,NA,71
"6742059",450684,"Memorial Hermann Northeast","Y","5992645","Memorial Hermann Healthcare System",9016,"Y","Memorial Hermann Health System",72
"6742070",450194,"East Texas Medical Center Jacksonville","Y","5991895","East Texas Medical Center Regional Healthcare System",2167,NA,NA,74
"6742084",450573,"CHRISTUS Jasper Memorial Hospital","Y","5990192","CHRISTUS Health",1827,"N","CHRISTUS Health",74
"6742095",450292,"Texas Health Presbyterian Hospital Kaufman","Y","5990129","Texas Health Resources",2326,"Y","Texas Health Resources",69
"6742096",450165,"South Texas Regional Medical Center","Y","5990080","Community Health Systems, Inc.",2271,"Y","HCA Healthcare",70
"6742110",450677,"Huguley Memorial Medical Center","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",9412,"Y","Advent Health (formerly Adventist Health System (FL))",68
"6742125",450847,"Memorial Hermann Katy Hospital","Y","5992645","Memorial Hermann Healthcare System",9489,"Y","Memorial Hermann Health System",70
"6742130",450742,"Lake Pointe Medical Center","Y","5990063","TENET Healthcare Corporation",6434,"Y","Baylor Scott & White Health",70
"6742135",450007,"Peterson Regional Medical Center",NA,NA,NA,4836,NA,NA,70
"6742145",450152,"Metroplex Adventist Hospital","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",9066,"Y","Advent Health (formerly Adventist Health System (FL))",68
"6742160",450163,"CHRISTUS Spohn Hospital Kleberg","Y","5990192","CHRISTUS Health",3841,"N","CHRISTUS Health",71
"6742170",450746,"Knox County Hospital",NA,NA,NA,186,NA,NA,88
"6742180",670004,"St. Mark's Medical Center","Y","5990384","Community Hospital Corporation",2305,NA,NA,73
"6742195",450489,"Medical Arts Hospital",NA,NA,NA,686,NA,NA,64
"6742210",451323,"Rollins-Brook Community Hospital","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",759,"Y","Advent Health (formerly Adventist Health System (FL))",77
"6742220",450643,"Doctors Hospital of Laredo","Y","5999555","Universal Health Services, Inc.",9279,NA,NA,70
"6742230",450029,"Laredo Medical Center","Y","5990080","Community Health Systems, Inc.",16695,NA,NA,75
"6742250",450755,"Covenant Hospital-Levelland","Y","5990036","Covenant Health System",981,"Y","Providence St. Joseph Health",73
"6742255",450669,"Medical Center of Lewisville","Y","5990048","HCA",8075,"Y","HCA Healthcare",72
"6742291",450698,"Lamb Healthcare Center",NA,NA,NA,652,NA,NA,74
"6742315",450395,"Memorial Medical Center - Livingston","Y","5990176","Memorial Health System of East Texas",2386,"N","Catholic Health Initiatives",73
"6742318",450219,"Scott & White Hospital - Llano","Y","5990398","Scott & White Healthcare",885,"Y","Baylor Scott & White Health",72
"6742323",451337,"W. J. Mangold Memorial Hospital",NA,NA,NA,620,NA,NA,70
"6742327",450037,"Good Shepherd Medical Center","Y","5990522","Good Shepherd Health System",19723,NA,NA,74
"6742335",450702,"Longview Regional Medical Center","Y","5990080","Community Health Systems, Inc.",6069,NA,NA,70
"6742345",450718,"St. David's Round Rock Medical Center","Y","5990048","HCA",7489,"Y","HCA Healthcare",71
"6742360",450040,"Covenant Medical Center","Y","5990036","Covenant Health System",28393,"Y","Providence St. Joseph Health",69
"6742372",450686,"University Medical Center",NA,NA,NA,24568,NA,NA,75
"6742377",450162,"Grace Medical Center",NA,NA,NA,1036,"Y","Providence St. Joseph Health",73
"6742390",450484,"Woodland Heights Medical Center","Y","5990080","Community Health Systems, Inc.",4904,NA,NA,74
"6742395",450211,"Memorial Medical Center - Lufkin","Y","5990176","Memorial Health System of East Texas",7848,"N","Catholic Health Initiatives",70
"6742397",451371,"Seton Edgar B. Davis Hospital","Y","5990198","Ascension Health",1243,"Y","Ascension",74
"6742423",450348,"Falls Community Hospital and Clinic",NA,NA,NA,740,NA,NA,74
"6742430",450032,"Good Shepherd Medical Center-Marshall","Y","5990522","Good Shepherd Health System",4024,"N","CHRISTUS Health",65
"6742533",450400,"Parkview Regional Hospital","Y","5990180","LifePoint Hospitals, Inc.",1179,NA,NA,75
"6742539",450133,"Midland Memorial Hospital",NA,NA,NA,3062,NA,NA,72
"6742561",450176,"Mission Regional Medical Center",NA,NA,NA,11192,NA,NA,71
"6742567",450565,"Palo Pinto General Hospital",NA,NA,NA,2108,NA,NA,71
"6742573",450080,"Titus Regional Medical Center",NA,NA,NA,4621,NA,NA,68
"6742575",450373,"East Texas Medical Center-Mount Vernon","Y","5991895","East Texas Medical Center Regional Healthcare System",553,NA,NA,76
"6742582",450508,"Nacogdoches Memorial Hospital",NA,NA,NA,6290,NA,NA,69
"6742583",450656,"Nacogdoches Medical Center","Y","5990063","TENET Healthcare Corporation",4330,"Y","Tenet Healthcare",75
"6742635",450641,"Nocona General Hospital",NA,NA,NA,727,NA,NA,79
"6742660",450132,"Medical Center Health System",NA,NA,NA,14194,NA,NA,68
"6742665",450661,"Odessa Regional Medical Center","Y","5990201","IASIS Healthcare",6594,NA,NA,66
"6742695",450005,"Baptist Orange Hospital","Y","5990384","Community Hospital Corporation",2062,NA,NA,75
"6742720",450747,"Palestine Regional Medical Center-East","Y","5990180","LifePoint Hospitals, Inc.",6069,NA,NA,67
"6742735",450099,"Pampa Regional Medical Center","Y","5990357","Prime Healthcare Services",2023,NA,NA,73
"6742778",450097,"Bayshore Medical Center","Y","5990048","HCA",19306,"Y","HCA Healthcare",68
"6742801",450293,"Frio Regional Hospital",NA,NA,NA,404,NA,NA,74
"6742811",451377,"Reeves County Hospital",NA,NA,NA,854,NA,NA,67
"6742830",451367,"East Texas Medical Center Pittsburg","Y","5991895","East Texas Medical Center Regional Healthcare System",1266,NA,NA,78
"6742840",450539,"Covenant Hospital Plainview","Y","5990036","Covenant Health System",2098,"Y","Providence St. Joseph Health",70
"6742865",450651,"Medical Center of Plano","Y","5990048","HCA",16491,"Y","HCA Healthcare",66
"6742911",450537,"Methodist Richardson Medical Center","Y","5992735","Methodist Health System",5948,NA,NA,67
"6742912",450330,"OakBend Medical Center",NA,NA,NA,5833,NA,NA,66
"6742915",450654,"Starr County Memorial Hospital",NA,NA,NA,1846,NA,NA,74
"6742980",450340,"San Angelo Community Medical Center","Y","5990080","Community Health Systems, Inc.",5770,NA,NA,72
"6743070",450130,"Nix Health Care System",NA,NA,NA,7423,NA,NA,72
"6743105",450213,"University Health System",NA,NA,NA,19799,NA,NA,63
"6743120",450237,"CHRISTUS Santa Rosa Health Care","Y","5990192","CHRISTUS Health",32305,"N","CHRISTUS Health",71
"6743122",450388,"Methodist Hospital","Y","5990048","HCA",74904,"Y","HCA Healthcare",68
"6743135",450697,"Southwest General Hospital","Y","5990201","IASIS Healthcare",9985,NA,NA,67
"6743151",450272,"Central Texas Medical Center","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",4637,"Y","Advent Health (formerly Adventist Health System (FL))",71
"6743189",450104,"Guadalupe Regional Medical Center",NA,NA,NA,4575,NA,NA,73
"6743210",450586,"Seymour Hospital",NA,NA,NA,528,NA,NA,72
"6743240",450469,"Texas Health Presbyterian Hospital-WNJ","Y","5990394","LHP Hospital Group",7601,NA,NA,74
"6743280",450143,"Seton Smithville Regional Hospital","Y","5990198","Ascension Health",695,"Y","Ascension",79
"6743291",450073,"Cogdell Memorial Hospital",NA,NA,NA,883,NA,NA,83
"6743320",450306,"Stamford Memorial Hospital",NA,NA,NA,340,NA,NA,83
"6743330",450351,"Texas Health Harris Methodist Hospital Stephenville","Y","5990129","Texas Health Resources",2022,"Y","Texas Health Resources",75
"6743345",450236,"Hopkins County Memorial Hospital",NA,NA,NA,3364,"N","CHRISTUS Health",69
"6743360",450055,"Rolling Plains Memorial Hospital",NA,NA,NA,1384,NA,NA,76
"6743366",451374,"Scott & White Hospital - Taylor","Y","5990398","Scott & White Healthcare",584,"Y","Baylor Scott & White Health",73
"6743413",450054,"Scott and White Memorial Hospital","Y","5990398","Scott & White Healthcare",30753,"Y","Baylor Scott & White Health",68
"6743445",450683,"Renaissance Hospital Terrell","Y","5990373","Renaissance Healthcare Systems",1539,NA,NA,59
"6743510",450200,"Wadley Regional Medical Center","Y","5990201","IASIS Healthcare",7222,NA,NA,69
"6743552",450749,"East Texas Medical Center Trinity","Y","5991895","East Texas Medical Center Regional Healthcare System",610,NA,NA,75
"6743555",451349,"Swisher Memorial Hospital District",NA,NA,NA,366,NA,NA,84
"6743556",450690,"University of Texas Health Science Center at Tyler","Y","5990033","University of Texas System",2320,"Y","UTHealth",78
"6743557",450670,"Tomball Regional Medical Center","Y","5990080","Community Health Systems, Inc.",9943,"Y","HCA Healthcare",68
"6743570",450102,"Mother Frances Hospital - Tyler","Y","5990540","Trinity Mother Frances Hospitals and Clinics",22986,"N","CHRISTUS Health",70
"6743580",450177,"Uvalde County Hospital Authority",NA,NA,NA,1986,NA,NA,75
"6743621",450584,"Wilbarger General Hospital",NA,NA,NA,995,NA,NA,78
"6743625",450023,"Citizens Medical Center",NA,NA,NA,9604,NA,NA,70
"6743630",450147,"DeTar Healthcare System","Y","5990080","Community Health Systems, Inc.",8654,NA,NA,73
"6743650",450101,"Hillcrest Baptist Medical Center","Y","5990398","Scott & White Healthcare",12588,"Y","Baylor Scott & White Health",67
"6743660",450042,"Providence Health Center","Y","5990198","Ascension Health",18212,"Y","Ascension",69
"6743715",450203,"Weatherford Regional Medical Center","Y","5990080","Community Health Systems, Inc.",4745,"Y","HCA Healthcare",73
"6743717",450438,"Colorado-Fayette Medical Center",NA,NA,NA,903,NA,NA,72
"6743723",450128,"Knapp Medical Center",NA,NA,NA,10434,NA,NA,72
"6743725",450214,"Gulf Coast Medical Center","Y","5990376","Signature Hospital Corporation",1658,NA,NA,80
"6743756",450270,"Lake Whitney Medical Center",NA,NA,NA,1031,NA,NA,68
"6743799",450460,"Tyler County Hospital",NA,NA,NA,774,NA,NA,84
"6744010",450711,"Rio Grande Regional Hospital","Y","5990048","HCA",15960,"Y","HCA Healthcare",68
"6744020",450848,"Memorial Hermann Sugar Land Hospital","Y","5992645","Memorial Hermann Healthcare System",4108,"Y","Memorial Hermann Health System",70
"6749225",450596,"Lake Granbury Medical Center","Y","5990080","Community Health Systems, Inc.",2443,NA,NA,69
"6810003",270012,"Benefis Hospitals","Y","5990538","Benefis Health System",12637,NA,NA,62
"6810007",270051,"Kalispell Regional Medical Center",NA,NA,NA,7435,NA,NA,69
"6810008",270086,"Great Falls Clinic Medical Center",NA,NA,NA,376,NA,NA,76
"6810009",270087,"The HealthCenter",NA,NA,NA,787,NA,NA,76
"6810010",271335,"Community Hospital of Anaconda","Y","5990344","Providence Health & Services",1047,NA,NA,62
"6810020",270004,"Billings Clinic",NA,NA,NA,14900,NA,NA,69
"6810030",270049,"St. Vincent Healthcare","Y","5995095","Sisters of Charity of Leavenworth Health System",11250,"Y","SCL Health",66
"6810040",270057,"Bozeman Deaconess Hospital",NA,NA,NA,3222,NA,NA,68
"6810050",270074,"U. S. Public Health Service Blackfeet Community Hospital","Y","5999195","U. S. Indian Health Service",1074,NA,NA,44
"6810055",270017,"St. James Healthcare","Y","5995095","Sisters of Charity of Leavenworth Health System",4319,"Y","SCL Health",67
"6810135",271318,"Barrett Hospital & HealthCare","Y","5990585","HealthTech Management Services",752,NA,NA,81
"6810220",271332,"Glendive Medical Center",NA,NA,NA,1120,NA,NA,63
"6810260",271340,"Marcus Daly Memorial Hospital",NA,NA,NA,1634,NA,NA,67
